xid,#,Companies,Company ID,Deal ID,Deal Date,Announced Date,Deal Size,Pre-money Valuation,Post Valuation,% Acquired,Price per Share,Debt Raised in Round,Raised to Date,Deal Class,Deal Type,Deal Size Status,Post Valuation Status,Investors,New Investors,Lead/Sole Investors,Employees,Revenue Growth since last debt deal,Revenue,EBITDA,Total Debt (from financials),Deal Synopsis,Financing Status Note,CEO (at time of deal),CEO PBId
310185,309936,Cortex (Business/Productivity Software),433404-46,225021-70T,07/04/2023 00:00,,35,260,295,0.1186,19.26,,52.65,Venture Capital,Early Stage VC,Actual,Actual,"{'225318-25': 'Craft Ventures', '11211-40': 'IVP (Cack Wilhelm)', '529167-97': 'Realm Capital Ventures', '11295-73': 'Sequoia Capital (Bogomil Balkansky)', '42873-94': 'Tiger Global Management', '40420-36': 'Y Combinator'}","Craft Ventures, IVP, Realm Capital Ventures",{'11211-40': 'IVP (Cack Wilhelm)'},,,,,,"The company raised $35 million of Series B venture funding in a deal led by IVP on April 7, 2023, putting the company's pre-money valuation at $260 million. Sequoia Capital, Tiger Global Management, Craft Ventures, Realm Capital Ventures, and Y Combinator also participated in the round. The funds will be used to deepen integrations and automation, in an effort to build the world's most connected and intuitive IDP.","The company raised $35 million of Series B venture funding in a deal led by IVP on April 7, 2023, putting the company's pre-money valuation at $260 million. Sequoia Capital, Tiger Global Management, Craft Ventures, Realm Capital Ventures, and Y Combinator also participated in the round. The funds will be used to deepen integrations and automation, in an effort to build the world's most connected and intuitive IDP.",{'225715-24P': 'Anish Dhar'},225715-24P
310350,310101,Trackstar,513005-95,228360-52T,12/04/2023 00:00,,4.2,10.8,15,0.3409,1.05,,4.7,Venture Capital,Seed Round,Estimated,Actual,"{'466478-92': 'Pareto Holdings', '226139-77': 'Pioneer Fund', '529167-97': 'Realm Capital Ventures', '300219-22': 'Riverside Ventures', '110937-70': 'Soma Capital', '432807-04': 'Unanimous Capital', '40420-36': 'Y Combinator'}","Pareto Holdings, Pioneer Fund, Realm Capital Ventures, Riverside Ventures, Soma Capital, Unanimous Capital",,,,,,,"The company raised an estimated $4.2 million through a combination of Seed, Seed 1, and Seed 2 funding from Unanimous Capital, Riverside Ventures, Soma Capital, and Pareto Holdings on April 12, 2023, putting the company's pre-money valuation at $10.8 million. Realm Capital Ventures, Pioneer Fund, and Y Combinator also participated in the round.","The company raised an estimated $4.2 million through a combination of Seed, Seed 1 and Seed 2 funding from Unanimous Capital, Riverside Ventures, Soma Capital and Pareto Holdings on April 12, 2023, putting the company's pre-money valuation at $10.8 million. Realm Capital Ventures, Pioneer Fund, and Y Combinator also participated in the round.",{'323003-44P': 'Daniel Langer'},323003-44P
310397,310148,Persist AI,513338-68,227242-36T,13/04/2023 00:00,,3.4,21.6,25,,,,8.82,Venture Capital,Seed Round,Actual,Actual,"{'265527-82': '2048 Ventures (Alex Iskold)', '469899-37': 'Fellows.Fund', '233966-71': 'Innospark Ventures (Matt Fates)', '264900-34': 'Jovono', '226139-77': 'Pioneer Fund', '40420-36': 'Y Combinator'}","Fellows.Fund, Jovono, Pioneer Fund",{'265527-82': '2048 Ventures (Alex Iskold)'},10,,,,,"The company raised $3.4 million of seed funding in a deal led by 2048 Ventures on April 13, 2023, putting the company's pre-money valuation at $21.6 million. Innospark Ventures, Pioneer Fund, Fellows.Fund, Jovono and Y Combinator also participated in the round. The funds will be used to expand operations and its development efforts.","The company is reportedly seeking Series A venture funding from undisclosed investors in the fourth quarter of 2024. Previously, the company raised $3.4 million of seed funding in a deal led by 2048 Ventures on April 13, 2023, putting the company's pre-money valuation at $21.6 million. Innospark Ventures, Pioneer Fund, Fellows.Fund, Jovono and Y Combinator also participated in the round. The funds will be used to expand operations and its development efforts.",{'324037-36P': 'Karthik Raman'},324037-36P
310502,310253,Manycore,180392-32,220683-07T,18/04/2023 00:00,,1,,,,,,1.15,Venture Capital,Later Stage VC,Actual,,{'40420-36': 'Y Combinator'},,{'40420-36': 'Y Combinator'},,,,,,"The company raised $1 million of venture funding from Y Combinator and other undisclosed investors on April 18, 2023. The funds will be used to grow company's market share and improve product offerings.","The company raised $1 million of venture funding from Y Combinator and other undisclosed investors on April 18, 2023. The funds will be used to grow company's market share and improve product offerings.",{'166335-76P': 'Nicolas Toper'},166335-76P
310523,310274,Blacktop Hoops,506920-42,220695-58T,18/04/2023 00:00,22/08/2022 00:00,5.1,,,,,,5.6,Venture Capital,Seed Round,Actual,,"{'162578-26': 'Anorak Ventures', '64883-71': 'BonAngels Venture Partners', '228061-81': 'Kevin Lin (Kevin Lin)', '224332-66': 'Makers Fund', '226139-77': 'Pioneer Fund', '110937-70': 'Soma Capital', '40420-36': 'Y Combinator'}","Anorak Ventures, BonAngels Venture Partners, Kevin Lin, Makers Fund",{'224332-66': 'Makers Fund'},,,,,,"The company raised $5.1 million of seed funding in a deal led by Makers Fund on April 18, 2023. Pioneer Fund, Soma Capital, Anorak Ventures, BonAngels Venture Partners, Y Combinator and Kevin Lin also participated in the round. The funds will be used to support the development of the studio's first game, the competitive, socially driven VR basketball experience.","The company raised $5.1 million of seed funding in a deal led by Makers Fund on April 18, 2023. Pioneer Fund, Soma Capital, Anorak Ventures, BonAngels Venture Partners, Y Combinator and Kevin Lin also participated in the round. The funds will be used to support the development of the studio's first game, the competitive, socially driven VR basketball experience.",{'314706-16P': 'Nathaniel Ventura'},314706-16P
310589,310340,Replit,113831-02,221165-29T,20/04/2023 00:00,,97.4,1062.6,1160,0.084,41.09,,207.85,Venture Capital,Later Stage VC,Actual,Actual,"{'41716-90': 'Andreessen Horowitz', '493618-06': 'ARK Ventures', '83135-44': 'Bloomberg Beta', '56091-70': 'Coatue Management', '525511-54': 'Hamilton Helmer (Hamilton Helmer)', '11227-60': 'Khosla Ventures', '106128-19': 'Naval Ravikant (Naval Ravikant)', '50980-60': 'SV Angel', '266706-01': 'Syrus Partners', '40420-36': 'Y Combinator'}","ARK Ventures, Hamilton Helmer, Khosla Ventures, Naval Ravikant, Syrus Partners",{'41716-90': 'Andreessen Horowitz'},,,,,,"The company raised $97.4 million through a combination of Series B1 and Series B2 venture funding in a deal led by Andreessen Horowitz on April 20, 2023, putting the company's pre-money valuation at $1.06 billion. Bloomberg Beta, Coatue Management, Khosla Ventures, ARK Ventures, Y Combinator, Hamilton Helmer, Naval Ravikant, Syrus Partners, and SV Angel also participated in the round. The funds will be used to innovate on the company's core development experience, expand its cloud services for developers, and drive innovation in AI and LLMs through Ghostwriter.","The company raised $97.4 million through a combination of Series B1 and Series B2 venture funding in a deal led by Andreessen Horowitz on April 20, 2023, putting the company's pre-money valuation at $1.06 billion. Bloomberg Beta, Coatue Management, Khosla Ventures, ARK Ventures, Y Combinator, Hamilton Helmer, Naval Ravikant, Syrus Partners, and SV Angel also participated in the round. The funds will be used to innovate on the company's core development experience, expand its cloud services for developers, and drive innovation in AI and LLMs through Ghostwriter.",{'142869-79P': 'Amjad Masad'},142869-79P
310629,310380,Type,520690-96,223161-31T,20/04/2023 00:00,17/03/2023 00:00,2.8,,,,,,2.8,Venture Capital,Seed Round,Actual,,"{'279800-83': 'Ascend Venture Capital (Seattle)', '51552-19': 'Cervin', '64182-25': 'Goodwater Capital', '109821-25': 'Kevin Moore (Kevin Moore)', '230053-15': 'Omega Venture Partners', '226139-77': 'Pioneer Fund', '154238-23': 'Rogue Capital', '40380-22': 'Seraph Group', '40420-36': 'Y Combinator'}","Ascend Venture Capital (Seattle), Cervin, Goodwater Capital, Kevin Moore, Omega Venture Partners, Pioneer Fund, Rogue Capital, Seraph Group",,,,,,,"The company raised $2.8 million of seed funding from Goodwater Capital, Pioneer Fund and Seraph Group on April 20, 2023. Cervin, Ascend Venture Capital (Seattle), Rogue Capital, Omega Venture Partners, Y Combinator and Kevin Moore also participated in the round.","The company raised $2.8 million of seed funding from Goodwater Capital, Pioneer Fund and Seraph Group on April 20, 2023. Cervin, Kevin Moore and 5 other investors also participated in the round.",{'221641-75P': 'Stew Fortier'},221641-75P
310670,310421,Bluedot,459028-63,223162-66T,21/04/2023 00:00,,5,,,,,,7.5,Venture Capital,Seed Round,Actual,,"{'57379-15': 'Caffeinated Capital', '467134-84': 'Driventure', '519352-84': 'Dupe ventures', '64182-25': 'Goodwater Capital', '523128-70': 'Leap Forward Ventures', '58911-85': 'Los Angeles Cleantech Incubator', '489698-92': 'Operator Stack', '88409-08': 'Porsche (ETR: P911)', '530249-86': 'Samsara Ventures', '181171-45': 'ScaleX Ventures', '40420-36': 'Y Combinator'}","Caffeinated Capital, Dupe ventures, Goodwater Capital, Leap Forward Ventures, Operator Stack, Porsche, Samsara Ventures, ScaleX Ventures",,,,,,,"The company raised $5 million of seed funding from Driventure, Porsche and Samsara Ventures on April 21, 2023. Caffeinated Capital, Dupe ventures, Operator Stack, ScaleX Ventures, Goodwater Capital, Leap Forward Ventures, Y Combinator and Los Angeles Cleantech Incubator also participated in the round. The funds will be used to enhance the company's EV charging payment and management platform for electric vehicle drivers and fleets.","The company raised $5 million of seed funding from Driventure, Porsche, and Samsara Ventures on April 21, 2023. Caffeinated Capital, Dupe Ventures, Operator Stack, ScaleX Ventures, Goodwater Capital, Leap Forward Ventures, Y Combinator, and Los Angeles Cleantech Incubator also participated in the round. The funds will be used to enhance the company's EV charging payment and management platform for electric vehicle drivers and fleets. Previously, the company joined Y Combinator in 2023 and received $500,000 in funding. The funding was originally raised in the form of SAFE notes and subsequently got converted into equity.",{'250910-29P': 'Ferhat Babacan'},250910-29P
310677,310428,Finni Health,519174-19,225847-81T,21/04/2023 00:00,,3.2,,,,,,4.7,Venture Capital,Seed Round,Actual,,"{'123664-96': 'Andrew Schoen (Andrew Schoen)', '466547-32': 'Divya Bhatt (Divya Bhatt)', '10123-03': 'General Catalyst', '496716-13': 'Wayfinder Ventures', '40420-36': 'Y Combinator'}","Andrew Schoen, Divya Bhatt, General Catalyst, Wayfinder Ventures",{'10123-03': 'General Catalyst'},,,,,,"The company raised $3.2 million of seed funding in a deal led by General Catalyst on April 21, 2023. Wayfinder Ventures, Y Combinator, Andrew Adams Schoen, and Divya Vijay Bhatt also participated in the round.","The company raised $3.2 million of seed funding in a deal led by General Catalyst on April 21, 2023. Wayfinder Ventures, Y Combinator, Andrew Adams Schoen, and Divya Vijay Bhatt also participated in the round.",{'333397-72P': 'Bukhtar Khan'},333397-72P
310793,310544,Axoni,185283-37,221272-12T,26/04/2023 00:00,,20,,,,,,109.77,Venture Capital,Later Stage VC,Actual,,"{'41716-90': 'Andreessen Horowitz', '10024-75': 'Citigroup (NYS: C)', '122216-05': 'CME Ventures', '56091-70': 'Coatue Management', '223784-11': 'Communitas Capital Partners', '53715-43': 'DCVC', '484806-88': 'Deutsche Bank Venture Capital', '56560-42': 'Digital Currency Group', '59179-69': 'EJF Capital', '124929-64': 'F-Prime Capital', '61989-40': 'FinTech Collective', '10923-58': 'Franklin Templeton (NYS: BEN)', '56877-76': 'Goldman Sachs Growth Equity (Ashwin Gupta)', '122432-95': 'HSBC Strategic Innovation Investments', '11220-13': 'Intel Capital', '55545-67': 'JP Morgan Chase (NYS: JPM)', '179246-08': 'Laurion Capital Management', '57839-05': 'London Stock Exchange Group (LON: LSEG)', '62138-71': 'Nyca Partners', '10024-93': 'UBS Group (SWX: UBSG)', '228812-95': 'Wells Fargo Strategic Capital', '40420-36': 'Y Combinator'}","Communitas Capital Partners, EJF Capital, Laurion Capital Management, London Stock Exchange Group",{'59179-69': 'EJF Capital'},,,,,,"The company raised $20 million of venture funding in a deal led by EJF Capital on April 26, 2023. Digital Currency Group and 20 other investors also participated in the round. The funds will be used to expand operations and its business reach.","The company raised $20 million of venture funding in a deal led by EJF Capital on April 26, 2023. Digital Currency Group and 20 other investors also participated in the round. The funds will be used to expand operations and its business reach.",{'47784-79P': 'Gregory Schvey'},47784-79P
310871,310622,Openlayer,483517-54,221333-95T,27/04/2023 00:00,,4.8,,,,,,4.93,Venture Capital,Seed Round,Actual,,"{'106531-21': 'Gokul Rajaram (Gokul Rajaram)', '223813-72': 'Ground Up Ventures', '109672-66': 'Guillermo Rauch (Guillermo Rauch)', '222603-49': 'Hack VC', '169752-97': 'Immad Akhund (Immad Akhund)', '106539-49': 'Jonathan Swanson (Jonathan Swanson)', '149517-28': 'Liquid 2 Ventures', '431348-32': 'Mantis VC', '109672-03': 'Max Mullen (Max Mullen)', '226095-13': 'Mike Krieger (Mike Krieger)', '468995-32': 'Oliver Cameron (Oliver Cameron)', '160439-86': 'Picus Capital', '231270-40': 'Quiet Capital', '437517-01': 'Rodrigo Schmidt (Rodrigo Schmidt)', '182635-12': 'Soma Capital Partners', '40420-36': 'Y Combinator'}","Gokul Rajaram, Ground Up Ventures, Guillermo Rauch, Hack VC, Immad Akhund, Jonathan Swanson, Liquid 2 Ventures, Max Mullen, Mike Krieger, Oliver Cameron, Quiet Capital, Rodrigo Schmidt, Soma Capital Partners",{'231270-40': 'Quiet Capital'},,,,,,"The company raised $4.8 million of seed funding in a deal led by Quiet Capital on April 27, 2023. Picus Capital, Hack VC, Liquid 2 Ventures, Mantis VC, Y Combinator, Mike Krieger, Maxwell Mullen, Gokul Rajaram, Ground Up Ventures, Guillermo Rauch, Immad Akhund, Jonathan Swanson, MANTIS Venture Capital, Max Mullen, Oliver Cameron, Rodrigo Schmidt, Soma Capital and other undisclosed investors also participated in the round.","The company raised $4.8 million of seed funding in a deal led by Quiet Capital on April 27, 2023. Picus Capital, Hack VC, Liquid 2 Ventures, Mantis VC, Y Combinator, Mike Krieger, Maxwell Mullen and other undisclosed investors also participated in the round.",{'281094-22P': 'Gabriel Kalejaiye'},281094-22P
310927,310678,Luca (Business/Productivity Software),515845-81,221396-14T,28/04/2023 00:00,,2.5,,,,,,2.5,Venture Capital,Seed Round,Actual,,"{'11242-54': 'Menlo Ventures', '110937-70': 'Soma Capital', '40420-36': 'Y Combinator'}","Menlo Ventures, Soma Capital",{'11242-54': 'Menlo Ventures'},,,,,,"The company raised $2.5 million of seed funding in a deal led by Menlo Ventures on April 28, 2023. Soma Capital, Y Combinator, and other undisclosed investors also participated in the round. The funds will be used toward expanding Luca's engineering and data science teams.","The company raised $2.5 million of seed funding in a deal led by Menlo Ventures on April 28, 2023. Soma Capital, Y Combinator, and other undisclosed investors also participated in the round. The funds will be used toward expanding Luca's engineering and data science teams.",{'327165-13P': 'Tanvi Surti'},327165-13P
311095,310846,Telmai,483471-64,224068-87T,02/05/2023 00:00,,8.46,10,18.46,0.5215,0.9,,8.59,Venture Capital,Seed Round,Actual,Actual,"{'42183-19': '.406 Ventures (Graham Brooks)', '159295-33': 'Glasswing Ventures', '483695-38': 'Manish Sood (Manish Sood)', '467153-02': 'Sam Ramji (Sam Ramji)', '483695-65': 'Venkat Varadachary (Venkat Varadachary)', '40420-36': 'Y Combinator', '60311-80': 'Zetta Venture Partners'}",".406 Ventures, Glasswing Ventures, Manish Sood, Sam Ramji, Venkat Varadachary, Zetta Venture Partners","{'42183-19': '.406 Ventures (Graham Brooks)', '159295-33': 'Glasswing Ventures'}",,,,,,"The company raised $8.46 million through a combination of Seed-1, Seed-2, and Seed-3 in a deal led by .406 Ventures and Glasswing Ventures on May 2, 2023, putting the company's pre-money valuation at $10 million. Zetta Venture Partners, Y Combinator, Sam Ramji, Venkat Varadachary, Manish Sood and other undisclosed investors also participated in the round. The funds will be used to expand the company's team and meet increased demand for its AI-driven data observability platform.","The company raised $8.46 million through a combination of Seed-1, Seed-2, and Seed-3 in a deal led by .406 Ventures and Glasswing Ventures on May 5, 2023, putting the company's pre-money valuation at $10 million. Zetta Venture Partners, Y Combinator, Sam Ramji, Venkat Varadachary, Manish Sood and other undisclosed investors also participated in the round. The funds will be used to expand the company's team and meet increased demand for its AI-driven data observability platform.",{'281060-92P': 'Mona Rakibe'},281060-92P
311163,310914,Iliad,520697-62,222870-34T,03/05/2023 00:00,26/04/2023 00:00,1.6,14.4,15,,,,2.1,Venture Capital,Seed Round,Actual,Actual,"{'122732-65': 'Bryant Wolf (Bryant Wolf)', '227193-94': 'Decacorn Capital', '183302-20': 'DG Daiwa Ventures', '64182-25': 'Goodwater Capital', '40420-36': 'Y Combinator'}","Bryant Wolf, Decacorn Capital, DG Daiwa Ventures, Goodwater Capital",,,,,,,"The company raised $1.6 million of seed funding from Decacorn Capital, DG Daiwa Ventures and Goodwater Capital on May 3, 2023, putting the company's pre-money valuation at $14.4 million. Y Combinator and Bryant Wolf also participated in the round.","The company raised $1.6 million of seed funding from Decacorn Capital, DG Daiwa Ventures, and Goodwater Capital on May 3, 2023, putting the company's pre-money valuation at $14.4 million. Y Combinator and Bryant Wolf also participated in the round.",{'336972-25P': 'Matthew Turnshek'},336972-25P
311202,310953,Slash (San Francisco),442989-28,223138-09T,04/05/2023 00:00,,19,,,,,,37.94,Venture Capital,Early Stage VC,Actual,,"{'507153-07': 'Connect Ventures', '56355-94': 'Global Founders Capital', '106382-62': 'Justin Mateen (Justin Mateen)', '11242-54': 'Menlo Ventures', '11251-81': 'New Enterprise Associates (Rick Yang)', '110937-70': 'Soma Capital', '416554-66': 'William Hockey (William Hockey)', '40420-36': 'Y Combinator'}","Connect Ventures, Global Founders Capital, Justin Mateen, Menlo Ventures, William Hockey",{'11251-81': 'New Enterprise Associates (Rick Yang)'},,,,,,"The company raised $19 million of Series A venture funding in a deal led by New Enterprise Associates on May 4, 2023. Global Founders Capital, Soma Capital, Menlo Ventures, Connect ventures, Y Combinator, William Hockey and Justin Mateen also participated in the round.","The company raised $19 million of Series A venture funding in a deal led by New Enterprise Associates on May 4, 2023. Global Founders Capital, Soma Capital, Menlo Ventures, Connect ventures, Y Combinator, William Hockey and Justin Mateen also participated in the round.",{'244641-16P': 'Kevin Bai'},244641-16P
311314,311065,Optery,484090-48,223309-09T,08/05/2023 00:00,,2.7,,,,,,3.2,Venture Capital,Seed Round,Actual,,"{'497403-37': 'Bayhouse Capital (Michael Stuenkel)', '56355-94': 'Global Founders Capital', '64182-25': 'Goodwater Capital', '226139-77': 'Pioneer Fund', '110937-70': 'Soma Capital', '433201-69': 'Third Round Analytics', '40420-36': 'Y Combinator'}","Bayhouse Capital, Global Founders Capital",{'497403-37': 'Bayhouse Capital (Michael Stuenkel)'},,,,,,"The company raised $2.7 million of seed funding in a deal led by Bayhouse Capital on May 8, 2023. Global Founders Capital, Pioneer Fund, Third Round Analytics, Soma Capital, Goodwater Capital, Y Combinator and other undisclosed investors also participated in the round. The funds will be used to accelerate product enhancements and expand its team.","The company raised $2.7 million of seed funding in a deal led by Bayhouse Capital on May 8, 2023. Global Founders Capital, Pioneer Fund, Third Round Analytics, Soma Capital, Goodwater Capital, Y Combinator and other undisclosed investors also participated in the round. The funds will be used to accelerate product enhancements and expand its team.",{'40267-72P': 'Lawrence Gentilello'},40267-72P
311396,311147,Spline,454664-62,219753-37T,10/05/2023 00:00,,15,,,,,,32.23,Venture Capital,Seed Round,Actual,,"{'10453-33': 'Alphabet (NAS: GOOGL)', '416679-22': 'Backend Capital', '234705-97': 'Chapter One (Jeffrey Morris)', '11189-44': 'First Round Capital', '183174-31': 'Gradient Ventures (Darian Shirazi)', '109672-66': 'Guillermo Rauch (Guillermo Rauch)', '481776-67': 'Leonis Capital', '56617-84': 'NXTP Ventures (Darly Bendo)', '267068-80': 'Vlad Magdalin (Vlad Magdalin)', '40420-36': 'Y Combinator'}","Alphabet, Backend Capital, First Round Capital, Gradient Ventures, Guillermo Rauch, Leonis Capital, Vlad Magdalin",{'183174-31': 'Gradient Ventures (Darian Shirazi)'},,,,,,"The company raised $15 million of seed funding in a deal led by Gradient Ventures on May 10, 2023. Chapter One, Leonis Capital, First Round Capital, Alphabet, NXTP Ventures, Backend Capital, Y Combinator, Guillermo Rauch, and Vlad Magdalin also participated in the round. The funds will be used for R&D and team expansion, as the company aims to further develop its product and capabilities. The transaction was supported by a bridge loan.","The company raised $15 million of seed funding in a deal led by Gradient Ventures on May 10, 2023. Chapter One, Leonis Capital, First Round Capital, Alphabet, NXTP Ventures, Backend Capital, Y Combinator, Guillermo Rauch, and Vlad Magdalin also participated in the round. The funds will be used for R&D and team expansion, as the company aims to further develop its product and capabilities. The transaction was supported by a bridge loan.",{'247586-32P': 'Alejandro León'},247586-32P
311526,311277,Zip,438505-84,223782-31T,15/05/2023 00:00,,100,1400,1500,0.0667,5.53,,181,Venture Capital,Later Stage VC,Actual,Actual,"{'10133-20': 'CRV (Anna Khan)', '42873-94': 'Tiger Global Management', '40420-36': 'Y Combinator (Garry Tan)'}",,{'40420-36': 'Y Combinator (Garry Tan)'},,,,,,"The company raised $100 million of Series C venture funding in a deal led by Y Combinator on May 15, 2023, putting the company's pre-money valuation at $1.4 billion. Tiger Global Management and CRV also participated in the round. The funds will be used to accelerate product and user experience innovations to increase employee adoption across its rapidly growing customer base, including new applications of generative AI that maximize efficiency and synthesize insights across the intake-to-pay process.","The company raised $100 million of Series C venture funding in a deal led by Y Combinator on May 15, 2023, putting the company's pre-money valuation at $1.4 billion. Tiger Global Management and CRV also participated in the round. The funds will be used to accelerate product and user experience innovations to increase employee adoption across its rapidly growing customer base, including new applications of generative AI that maximize efficiency and synthesize insights across the intake-to-pay process.",{'44424-01P': 'Rujul Zaparde'},44424-01P
311799,311550,Waterplan,471923-65,181916-74T,23/05/2023 00:00,03/11/2021 00:00,18.39,32,50.39,0.4773,1.93,,18.51,Venture Capital,Early Stage VC,Actual,Actual,"{'515062-54': 'Abad Capital', '482806-36': 'Awesome Ventures (Yeksoon Lok)', '167562-37': 'Base10 Partners (Adeyemi Ajao)', '500642-38': 'Branson Family', '340783-57': 'Climate Capital', '223015-15': 'David Helgason (David Helgason)', '470903-95': 'Echo River Capital', '439868-17': 'Giant Ventures', '164283-76': 'Holly Branson (Holly Branson)', '143946-82': 'Investbridge Capital', '490327-75': 'Jetstream (San Francisco)', '106261-93': 'Joseph Montana (Joseph Montana)', '106310-53': 'Leonardo DiCaprio (Leonardo DiCaprio)', '489545-65': 'Manu Ginobili (Manu Ginobili)', '458028-01': 'MCJ Collective', '459906-67': 'Mehrad Yaghmai', '106388-20': 'Michael Olson (Michael Olson)', '471018-61': 'Newtopia VC', '463266-10': 'Nicholas Francis (Nicholas Francis)', '483529-42': 'Paul Fleming (Paul Fleming)', '106174-18': 'Richard Branson (Richard Branson)', '267069-97': 'Robert Murphy (Robert Murphy)', '522786-52': 'Smart Growth Investments', '471576-61': 'Sur Ventures (VC)', '466539-94': 'Thomas Blomfield (Thomas Blomfield)', '483529-51': 'Tim Treffen (Tim Treffen)', '515508-13': 'Transition Global', '40420-36': 'Y Combinator'}","Abad Capital, Awesome Ventures, Base10 Partners, Branson Family, Climate Capital, David Helgason, Echo River Capital, Giant Ventures, Holly Branson, Investbridge Capital, Jetstream (San Francisco), Joseph Montana, Leonardo DiCaprio, Manu Ginobili, MCJ Collective, Mehrad Yaghmai, Michael Olson, Newtopia VC, Nicholas Francis, Paul Fleming, Richard Branson, Robert Murphy, Smart Growth Investments, Sur Ventures (VC), Thomas Blomfield, Tim Treffen, Transition Global","{'167562-37': 'Base10 Partners (Adeyemi Ajao)', '439868-17': 'Giant Ventures', '515508-13': 'Transition Global'}",,,,,,"The company raised $18.39 million through a combination of Series A venture funding in a deal led by Transition Global, Base10 Partners, and Giant Ventures on May 23, 2023, putting the company's pre-money valuation at $32 million. Awesome Ventures, MCJ Collective, Climate Capital, and 17 other undisclosed investors also participated in the round. The funds will be used to grow its team, refine and improve the product and customer experience.","The company raised $18.39 million through a combination of Series A venture funding in a deal led by Transition Global, Base10 Partners, and Giant Ventures on May 23, 2023, putting the company's pre-money valuation at $32 million. Awesome Ventures, MCJ Collective, Climate Capital, and 17 other undisclosed investors also participated in the round. The funds will be used to grow its team, refine and improve the product and customer experience.",{'273040-12P': 'Jose Galindo'},273040-12P
311808,311559,Ballerine,507423-07,224374-78T,23/05/2023 00:00,,5,,,,,,5.5,Venture Capital,Seed Round,Actual,,"{'108037-45': 'Team8 (Hadar Norris)', '493629-94': 'Vera Equity', '40420-36': 'Y Combinator'}","Team8, Vera Equity",{'108037-45': 'Team8 (Hadar Norris)'},,,,,,"The company raised $5 million of seed funding in a deal led by Team8 on May 23, 2023. Vera Equity, Y Combinator, and other undisclosed investors also participated in the round. The funds will be used to create the first open-source and developer-centric compliance infrastructure, which is sure to propel the company to even greater heights.","The company raised $5 million of seed funding in a deal led by Team8 on May 23, 2023. Vera Equity, Y Combinator, and other undisclosed investors also participated in the round. The funds will be used to create the first open-source and developer-centric compliance infrastructure, which is sure to propel the company to even greater heights.",{'316492-39P': 'Noam Izhaki'},316492-39P
311892,311643,BBy,179417-08,224595-73T,25/05/2023 00:00,,3,,,,,,4.4,Venture Capital,Seed Round,Actual,,"{'493798-60': '7G Bioventures', '438123-25': 'Cathexis Ventures', '226139-77': 'Pioneer Fund', '40420-36': 'Y Combinator'}",,{'226139-77': 'Pioneer Fund'},,,,,,"The company raised $3 million of seed funding in a deal led by Pioneer Fund on May 25, 2023. Cathexis Ventures, 7G Bioventures, Y Combinator, and other undisclosed investors also participated in the round.","The company raised $3 million of seed funding in a deal led by Pioneer Fund on May 25, 2023. Cathexis Ventures, 7G Bioventures, Y Combinator, and other undisclosed investors also participated in the round.",{'160450-03P': 'Vansh Langer'},160450-03P
311908,311659,Pesto (Consumer Finance),458665-30,224598-16T,25/05/2023 00:00,,11,,,,,,23.68,Venture Capital,Early Stage VC,Actual,,"{'61064-38': 'Activant Capital (David Yang)', '54858-70': 'Commerce Ventures', '51001-03': 'Core Innovation Capital', '52370-29': 'Great Oaks Venture Capital', '181950-40': 'Human Capital', '166172-86': 'NJF Capital', '170445-88': 'NOMO Ventures', '277495-66': 'OEL Ventures', '61589-98': 'OVO Fund', '500601-52': 'Plural Platform (Khaled Helioui)', '110937-70': 'Soma Capital', '58996-09': 'Sozo Ventures', '40420-36': 'Y Combinator'}","Activant Capital, Commerce Ventures, Great Oaks Venture Capital, OEL Ventures, Plural Platform",,,,,,,"The company raised $11 million of venture funding from NJF Capital, NOMO Ventures and Human Capital on May 25, 2023. Activant Capital, Plural Platform, OEL Ventures, Great Oaks Venture Capital, Commerce Ventures, Core Innovation Capital, OVO Fund, Soma Capital, Sozo Ventures and Y Combinator also participated in the round. The funds will be used to expand its customer base across the US, with an initial focus on Atlanta and Los Angeles.","The company raised $11 million of venture funding from NJF Capital, NOMO Ventures and Human Capital on May 25, 2023. Activant Capital and 9 other investors also participated in the round. The funds will be used to expand its customer base across the US, with an initial focus on Atlanta and Los Angeles.",{'272331-73P': 'James Savoldelli'},272331-73P
312008,311759,Stepful,481867-75,224924-05T,30/05/2023 00:00,,7.5,,,,,,14.36,Venture Capital,Seed Round,Actual,,"{'97704-82': 'Company Ventures', '434859-49': 'Equal Opportunity Ventures', '111506-59': 'Reach Capital (Chian Gong)', '40420-36': 'Y Combinator'}",,{'111506-59': 'Reach Capital (Chian Gong)'},,,,,,"The company raised $7.5 million of seed funding in a deal led by Reach Capital on May 30, 2023. Equal Opportunity Ventures, Company Ventures and Y Combinator also participated in the round. The funds will be used to expand the company nationally and introduce new training programs to meet the growing demand for healthcare workers.","The company raised $7.5 million of seed funding in a deal led by Reach Capital on May 30, 2023. Equal Opportunity Ventures, Company Ventures and Y Combinator also participated in the round. The funds will be used to expand the company nationally and introduce new training programs to meet the growing demand for healthcare workers.",{'276945-76P': 'Carl Madi'},276945-76P
